form_id,skill_slot,skill_id,skill_name_kr,skill_role,category,axis_primary,axis_secondary,delta_pattern,base_power,pp,affected_axis_count,purity_level,mechanic_link,mechanic_params,route_function,upgrade_rule,temperature_delta,brightness_delta,smell_delta,humidity_delta,sound_delta,design_note
vine_spider_d1_2,3,vine_spider_d1_2__s3,거미줄 말뚝 운용,mechanic_core,hybrid,sound,brightness,check,3,3,2,2,web_anchor,"[2, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,-1,0,0,-3,불필요한 축 일부 제거 / 거미줄 말뚝 메커닉 반영
vine_spider_d2_0,1,vine_spider_d2_0__s1,울림 절삭,capture_core,stimulate,sound,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,0,0,-5,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
vine_spider_d2_0,2,vine_spider_d2_0__s2,빛 유도,route_bridge,hybrid,brightness,,lower,2,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-2,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
vine_spider_d2_0,3,vine_spider_d2_0__s3,거미줄 말뚝 운용,mechanic_core,hybrid,sound,,check,3,2,1,3,web_anchor,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,0,0,-3,핵심축만 남긴 정제형 / 거미줄 말뚝 메커닉 반영
vine_spider_d2_1,1,vine_spider_d2_1__s1,울림 절삭,capture_core,stimulate,sound,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,0,0,-5,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
vine_spider_d2_1,2,vine_spider_d2_1__s2,빛 유도,route_bridge,hybrid,brightness,,lower,2,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-2,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
vine_spider_d2_1,3,vine_spider_d2_1__s3,거미줄 말뚝 운용,mechanic_core,hybrid,sound,,check,3,2,1,3,web_anchor,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,0,0,-3,핵심축만 남긴 정제형 / 거미줄 말뚝 메커닉 반영
vine_spider_d2_2,1,vine_spider_d2_2__s1,울림 절삭,capture_core,stimulate,sound,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,0,0,-5,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
vine_spider_d2_2,2,vine_spider_d2_2__s2,빛 유도,route_bridge,hybrid,brightness,,lower,2,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-2,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
vine_spider_d2_2,3,vine_spider_d2_2__s3,거미줄 말뚝 운용,mechanic_core,hybrid,sound,,check,3,2,1,3,web_anchor,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,0,0,-3,핵심축만 남긴 정제형 / 거미줄 말뚝 메커닉 반영
vine_spider_d2_3,1,vine_spider_d2_3__s1,울림 절삭,capture_core,stimulate,sound,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,0,0,-5,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
vine_spider_d2_3,2,vine_spider_d2_3__s2,빛 유도,route_bridge,hybrid,brightness,,lower,2,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-2,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
vine_spider_d2_3,3,vine_spider_d2_3__s3,거미줄 말뚝 운용,mechanic_core,hybrid,sound,,check,3,2,1,3,web_anchor,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,0,0,-3,핵심축만 남긴 정제형 / 거미줄 말뚝 메커닉 반영
vine_spider_d2_4,1,vine_spider_d2_4__s1,울림 절삭,capture_core,stimulate,sound,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,0,0,-5,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
vine_spider_d2_4,2,vine_spider_d2_4__s2,빛 유도,route_bridge,hybrid,brightness,,lower,2,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-2,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
vine_spider_d2_4,3,vine_spider_d2_4__s3,거미줄 말뚝 운용,mechanic_core,hybrid,sound,,check,3,2,1,3,web_anchor,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,0,0,-3,핵심축만 남긴 정제형 / 거미줄 말뚝 메커닉 반영
vine_spider_d2_5,1,vine_spider_d2_5__s1,울림 절삭,capture_core,stimulate,sound,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,0,0,0,0,-5,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
vine_spider_d2_5,2,vine_spider_d2_5__s2,빛 유도,route_bridge,hybrid,brightness,,lower,2,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-2,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
vine_spider_d2_5,3,vine_spider_d2_5__s3,거미줄 말뚝 운용,mechanic_core,hybrid,sound,,check,3,2,1,3,web_anchor,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",0,0,0,0,-3,핵심축만 남긴 정제형 / 거미줄 말뚝 메커닉 반영
mirror_chameleon,1,mirror_chameleon__s1,울림 절삭,capture_core,stimulate,sound,temperature|brightness|smell,raise,3,5,2,1,,,current_capture,main axis focus strengthens as the form devolves,1,0,0,0,-3,거친 다축형 / 현재 포획 핵심축 대응
mirror_chameleon,2,mirror_chameleon__s2,온기 유도,route_bridge,hybrid,temperature,brightness|smell,convert,1,4,3,1,,,next_unlock,bridge axis remains but side noise is pruned each stage,-1,1,1,0,0,거친 다축형 / 다음 루트 연결축 준비
mirror_chameleon,3,mirror_chameleon__s3,기억 반향 운용,mechanic_core,hybrid,sound,temperature,check,2,3,2,1,last_skill_echo,"[1, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",1,0,0,0,-2,거친 다축형 / 기억 반향 메커닉 반영
mirror_chameleon_d1_0,1,mirror_chameleon_d1_0__s1,온기 정제,capture_core,stimulate,temperature,sound|brightness,raise,3,4,2,2,,,current_capture,main axis focus strengthens as the form devolves,3,0,0,0,-2,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
mirror_chameleon_d1_0,2,mirror_chameleon_d1_0__s2,울림 유도,route_bridge,hybrid,sound,brightness,convert,2,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,1,0,0,-2,불필요한 축 일부 제거 / 다음 루트 연결축 준비
mirror_chameleon_d1_0,3,mirror_chameleon_d1_0__s3,기억 반향 운용,mechanic_core,hybrid,temperature,sound,check,2,3,2,2,last_skill_echo,"[1, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",2,0,0,0,-1,불필요한 축 일부 제거 / 기억 반향 메커닉 반영
mirror_chameleon_d1_1,1,mirror_chameleon_d1_1__s1,온기 정제,capture_core,stimulate,temperature,sound|brightness,raise,3,4,2,2,,,current_capture,main axis focus strengthens as the form devolves,3,0,0,0,-2,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
mirror_chameleon_d1_1,2,mirror_chameleon_d1_1__s2,울림 유도,route_bridge,hybrid,sound,brightness,convert,2,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,1,0,0,-2,불필요한 축 일부 제거 / 다음 루트 연결축 준비
mirror_chameleon_d1_1,3,mirror_chameleon_d1_1__s3,기억 반향 운용,mechanic_core,hybrid,temperature,sound,check,2,3,2,2,last_skill_echo,"[1, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",2,0,0,0,-1,불필요한 축 일부 제거 / 기억 반향 메커닉 반영
mirror_chameleon_d2_0,1,mirror_chameleon_d2_0__s1,온기 정제,capture_core,stimulate,temperature,,raise,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,5,0,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
mirror_chameleon_d2_0,2,mirror_chameleon_d2_0__s2,울림 유도,route_bridge,hybrid,sound,,lower,5,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,0,0,-5,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
mirror_chameleon_d2_0,3,mirror_chameleon_d2_0__s3,기억 반향 운용,mechanic_core,hybrid,temperature,,check,3,2,1,3,last_skill_echo,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",3,0,0,0,0,핵심축만 남긴 정제형 / 기억 반향 메커닉 반영
mirror_chameleon_d2_1,1,mirror_chameleon_d2_1__s1,온기 정제,capture_core,stimulate,temperature,,raise,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,5,0,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
mirror_chameleon_d2_1,2,mirror_chameleon_d2_1__s2,울림 유도,route_bridge,hybrid,sound,,lower,5,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,0,0,-5,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
mirror_chameleon_d2_1,3,mirror_chameleon_d2_1__s3,기억 반향 운용,mechanic_core,hybrid,temperature,,check,3,2,1,3,last_skill_echo,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",3,0,0,0,0,핵심축만 남긴 정제형 / 기억 반향 메커닉 반영
mirror_chameleon_d2_2,1,mirror_chameleon_d2_2__s1,온기 정제,capture_core,stimulate,temperature,,raise,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,5,0,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
mirror_chameleon_d2_2,2,mirror_chameleon_d2_2__s2,울림 유도,route_bridge,hybrid,sound,,lower,5,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,0,0,-5,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
mirror_chameleon_d2_2,3,mirror_chameleon_d2_2__s3,기억 반향 운용,mechanic_core,hybrid,temperature,,check,3,2,1,3,last_skill_echo,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",3,0,0,0,0,핵심축만 남긴 정제형 / 기억 반향 메커닉 반영
mirror_chameleon_d2_3,1,mirror_chameleon_d2_3__s1,온기 정제,capture_core,stimulate,temperature,,raise,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,5,0,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
mirror_chameleon_d2_3,2,mirror_chameleon_d2_3__s2,울림 유도,route_bridge,hybrid,sound,,lower,5,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,0,0,0,-5,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
mirror_chameleon_d2_3,3,mirror_chameleon_d2_3__s3,기억 반향 운용,mechanic_core,hybrid,temperature,,check,3,2,1,3,last_skill_echo,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",3,0,0,0,0,핵심축만 남긴 정제형 / 기억 반향 메커닉 반영
crystal_stag,1,crystal_stag__s1,온기 절삭,capture_core,stimulate,temperature,brightness|smell|sound,raise,1,5,4,1,,,current_capture,main axis focus strengthens as the form devolves,-1,1,1,0,-1,거친 다축형 / 현재 포획 핵심축 대응
crystal_stag,2,crystal_stag__s2,빛 유도,route_bridge,hybrid,brightness,humidity|smell,convert,1,4,3,1,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-1,1,1,0,거친 다축형 / 다음 루트 연결축 준비
crystal_stag,3,crystal_stag__s3,공명 구간 운용,mechanic_core,hybrid,temperature,brightness,check,2,3,2,1,resonance_window,"[2, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",-1,1,0,0,0,거친 다축형 / 공명 구간 메커닉 반영
crystal_stag_d1_0,1,crystal_stag_d1_0__s1,온기 절삭,capture_core,stimulate,temperature,brightness|smell,raise,3,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,-3,2,2,0,0,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
crystal_stag_d1_0,2,crystal_stag_d1_0__s2,빛 유도,route_bridge,hybrid,brightness,humidity,convert,2,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-2,0,1,0,불필요한 축 일부 제거 / 다음 루트 연결축 준비
crystal_stag_d1_0,3,crystal_stag_d1_0__s3,공명 구간 운용,mechanic_core,hybrid,temperature,brightness,check,2,3,2,2,resonance_window,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",-2,1,0,0,0,불필요한 축 일부 제거 / 공명 구간 메커닉 반영
crystal_stag_d1_1,1,crystal_stag_d1_1__s1,온기 절삭,capture_core,stimulate,temperature,brightness|smell,raise,3,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,-3,2,2,0,0,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
crystal_stag_d1_1,2,crystal_stag_d1_1__s2,빛 유도,route_bridge,hybrid,brightness,humidity,convert,2,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-2,0,1,0,불필요한 축 일부 제거 / 다음 루트 연결축 준비
crystal_stag_d1_1,3,crystal_stag_d1_1__s3,공명 구간 운용,mechanic_core,hybrid,temperature,brightness,check,2,3,2,2,resonance_window,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",-2,1,0,0,0,불필요한 축 일부 제거 / 공명 구간 메커닉 반영
crystal_stag_d1_2,1,crystal_stag_d1_2__s1,온기 절삭,capture_core,stimulate,temperature,brightness|smell,raise,3,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,-3,2,2,0,0,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
crystal_stag_d1_2,2,crystal_stag_d1_2__s2,빛 유도,route_bridge,hybrid,brightness,humidity,convert,2,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-2,0,1,0,불필요한 축 일부 제거 / 다음 루트 연결축 준비
crystal_stag_d1_2,3,crystal_stag_d1_2__s3,공명 구간 운용,mechanic_core,hybrid,temperature,brightness,check,2,3,2,2,resonance_window,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",-2,1,0,0,0,불필요한 축 일부 제거 / 공명 구간 메커닉 반영
crystal_stag_d2_0,1,crystal_stag_d2_0__s1,온기 절삭,capture_core,stimulate,temperature,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,-5,0,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
crystal_stag_d2_0,2,crystal_stag_d2_0__s2,빛 유도,route_bridge,hybrid,brightness,,raise,4,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-4,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
crystal_stag_d2_0,3,crystal_stag_d2_0__s3,공명 구간 운용,mechanic_core,hybrid,temperature,,check,3,2,1,3,resonance_window,"[3, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",-3,0,0,0,0,핵심축만 남긴 정제형 / 공명 구간 메커닉 반영
crystal_stag_d2_1,1,crystal_stag_d2_1__s1,온기 절삭,capture_core,stimulate,temperature,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,-5,0,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
crystal_stag_d2_1,2,crystal_stag_d2_1__s2,빛 유도,route_bridge,hybrid,brightness,,raise,4,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-4,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
crystal_stag_d2_1,3,crystal_stag_d2_1__s3,공명 구간 운용,mechanic_core,hybrid,temperature,,check,3,2,1,3,resonance_window,"[3, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",-3,0,0,0,0,핵심축만 남긴 정제형 / 공명 구간 메커닉 반영
crystal_stag_d2_2,1,crystal_stag_d2_2__s1,온기 절삭,capture_core,stimulate,temperature,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,-5,0,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
crystal_stag_d2_2,2,crystal_stag_d2_2__s2,빛 유도,route_bridge,hybrid,brightness,,raise,4,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-4,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
crystal_stag_d2_2,3,crystal_stag_d2_2__s3,공명 구간 운용,mechanic_core,hybrid,temperature,,check,3,2,1,3,resonance_window,"[3, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",-3,0,0,0,0,핵심축만 남긴 정제형 / 공명 구간 메커닉 반영
crystal_stag_d2_3,1,crystal_stag_d2_3__s1,온기 절삭,capture_core,stimulate,temperature,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,-5,0,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
crystal_stag_d2_3,2,crystal_stag_d2_3__s2,빛 유도,route_bridge,hybrid,brightness,,raise,4,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-4,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
crystal_stag_d2_3,3,crystal_stag_d2_3__s3,공명 구간 운용,mechanic_core,hybrid,temperature,,check,3,2,1,3,resonance_window,"[3, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",-3,0,0,0,0,핵심축만 남긴 정제형 / 공명 구간 메커닉 반영
crystal_stag_d2_4,1,crystal_stag_d2_4__s1,온기 절삭,capture_core,stimulate,temperature,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,-5,0,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
crystal_stag_d2_4,2,crystal_stag_d2_4__s2,빛 유도,route_bridge,hybrid,brightness,,raise,4,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-4,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
crystal_stag_d2_4,3,crystal_stag_d2_4__s3,공명 구간 운용,mechanic_core,hybrid,temperature,,check,3,2,1,3,resonance_window,"[3, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",-3,0,0,0,0,핵심축만 남긴 정제형 / 공명 구간 메커닉 반영
crystal_stag_d2_5,1,crystal_stag_d2_5__s1,온기 절삭,capture_core,stimulate,temperature,,lower,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,-5,0,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
crystal_stag_d2_5,2,crystal_stag_d2_5__s2,빛 유도,route_bridge,hybrid,brightness,,raise,4,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-4,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
crystal_stag_d2_5,3,crystal_stag_d2_5__s3,공명 구간 운용,mechanic_core,hybrid,temperature,,check,3,2,1,3,resonance_window,"[3, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",-3,0,0,0,0,핵심축만 남긴 정제형 / 공명 구간 메커닉 반영
lava_crab,1,lava_crab__s1,온기 정제,capture_core,stimulate,temperature,brightness|humidity|smell,raise,3,5,4,1,,,current_capture,main axis focus strengthens as the form devolves,3,2,-1,-2,0,거친 다축형 / 현재 포획 핵심축 대응
lava_crab,2,lava_crab__s2,빛 유도,route_bridge,hybrid,brightness,smell|sound,convert,1,4,3,1,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,1,1,0,-1,거친 다축형 / 다음 루트 연결축 준비
lava_crab,3,lava_crab__s3,탈피 페이즈 운용,mechanic_core,hybrid,temperature,brightness,check,4,3,2,1,phase_molt,"[4, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",2,1,0,0,0,거친 다축형 / 탈피 페이즈 메커닉 반영
lava_crab_d1_0,1,lava_crab_d1_0__s1,온기 정제,capture_core,stimulate,temperature,brightness|humidity,raise,5,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,5,3,0,-3,0,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
lava_crab_d1_0,2,lava_crab_d1_0__s2,빛 유도,route_bridge,hybrid,brightness,smell,convert,2,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,2,2,0,0,불필요한 축 일부 제거 / 다음 루트 연결축 준비
lava_crab_d1_0,3,lava_crab_d1_0__s3,탈피 페이즈 운용,mechanic_core,hybrid,temperature,brightness,check,3,3,2,2,phase_molt,"[3, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",3,2,0,0,0,불필요한 축 일부 제거 / 탈피 페이즈 메커닉 반영
lava_crab_d1_1,1,lava_crab_d1_1__s1,온기 정제,capture_core,stimulate,temperature,brightness|humidity,raise,5,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,5,3,0,-3,0,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
lava_crab_d1_1,2,lava_crab_d1_1__s2,빛 유도,route_bridge,hybrid,brightness,smell,convert,2,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,2,2,0,0,불필요한 축 일부 제거 / 다음 루트 연결축 준비
lava_crab_d1_1,3,lava_crab_d1_1__s3,탈피 페이즈 운용,mechanic_core,hybrid,temperature,brightness,check,3,3,2,2,phase_molt,"[3, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",3,2,0,0,0,불필요한 축 일부 제거 / 탈피 페이즈 메커닉 반영
lava_crab_d1_2,1,lava_crab_d1_2__s1,온기 정제,capture_core,stimulate,temperature,brightness|humidity,raise,5,4,3,2,,,current_capture,main axis focus strengthens as the form devolves,5,3,0,-3,0,불필요한 축 일부 제거 / 현재 포획 핵심축 대응
lava_crab_d1_2,2,lava_crab_d1_2__s2,빛 유도,route_bridge,hybrid,brightness,smell,convert,2,4,2,2,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,2,2,0,0,불필요한 축 일부 제거 / 다음 루트 연결축 준비
lava_crab_d1_2,3,lava_crab_d1_2__s3,탈피 페이즈 운용,mechanic_core,hybrid,temperature,brightness,check,3,3,2,2,phase_molt,"[3, 1]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",3,2,0,0,0,불필요한 축 일부 제거 / 탈피 페이즈 메커닉 반영
lava_crab_d2_0,1,lava_crab_d2_0__s1,온기 정제,capture_core,stimulate,temperature,,raise,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,5,0,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
lava_crab_d2_0,2,lava_crab_d2_0__s2,빛 유도,route_bridge,hybrid,brightness,,raise,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,3,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
lava_crab_d2_0,3,lava_crab_d2_0__s3,탈피 페이즈 운용,mechanic_core,hybrid,temperature,,check,3,2,1,3,phase_molt,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",3,0,0,0,0,핵심축만 남긴 정제형 / 탈피 페이즈 메커닉 반영
lava_crab_d2_1,1,lava_crab_d2_1__s1,온기 정제,capture_core,stimulate,temperature,,raise,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,5,0,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
lava_crab_d2_1,2,lava_crab_d2_1__s2,빛 유도,route_bridge,hybrid,brightness,,raise,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,3,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
lava_crab_d2_1,3,lava_crab_d2_1__s3,탈피 페이즈 운용,mechanic_core,hybrid,temperature,,check,3,2,1,3,phase_molt,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",3,0,0,0,0,핵심축만 남긴 정제형 / 탈피 페이즈 메커닉 반영
lava_crab_d2_2,1,lava_crab_d2_2__s1,온기 정제,capture_core,stimulate,temperature,,raise,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,5,0,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
lava_crab_d2_2,2,lava_crab_d2_2__s2,빛 유도,route_bridge,hybrid,brightness,,raise,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,3,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
lava_crab_d2_2,3,lava_crab_d2_2__s3,탈피 페이즈 운용,mechanic_core,hybrid,temperature,,check,3,2,1,3,phase_molt,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",3,0,0,0,0,핵심축만 남긴 정제형 / 탈피 페이즈 메커닉 반영
lava_crab_d2_3,1,lava_crab_d2_3__s1,온기 정제,capture_core,stimulate,temperature,,raise,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,5,0,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
lava_crab_d2_3,2,lava_crab_d2_3__s2,빛 유도,route_bridge,hybrid,brightness,,raise,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,3,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
lava_crab_d2_3,3,lava_crab_d2_3__s3,탈피 페이즈 운용,mechanic_core,hybrid,temperature,,check,3,2,1,3,phase_molt,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",3,0,0,0,0,핵심축만 남긴 정제형 / 탈피 페이즈 메커닉 반영
lava_crab_d2_4,1,lava_crab_d2_4__s1,온기 정제,capture_core,stimulate,temperature,,raise,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,5,0,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
lava_crab_d2_4,2,lava_crab_d2_4__s2,빛 유도,route_bridge,hybrid,brightness,,raise,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,3,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
lava_crab_d2_4,3,lava_crab_d2_4__s3,탈피 페이즈 운용,mechanic_core,hybrid,temperature,,check,3,2,1,3,phase_molt,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",3,0,0,0,0,핵심축만 남긴 정제형 / 탈피 페이즈 메커닉 반영
lava_crab_d2_5,1,lava_crab_d2_5__s1,온기 정제,capture_core,stimulate,temperature,,raise,5,4,1,3,,,current_capture,main axis focus strengthens as the form devolves,5,0,0,0,0,핵심축만 남긴 정제형 / 현재 포획 핵심축 대응
lava_crab_d2_5,2,lava_crab_d2_5__s2,빛 유도,route_bridge,hybrid,brightness,,raise,3,3,1,3,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,3,0,0,0,핵심축만 남긴 정제형 / 다음 루트 연결축 준비
lava_crab_d2_5,3,lava_crab_d2_5__s3,탈피 페이즈 운용,mechanic_core,hybrid,temperature,,check,3,2,1,3,phase_molt,"[2, 2]",mechanic_counter,"same mechanic, stronger params, cleaner axis expression",3,0,0,0,0,핵심축만 남긴 정제형 / 탈피 페이즈 메커닉 반영
spore_fox,1,spore_fox__s1,향 정제,capture_core,stimulate,smell,brightness|humidity|sound,raise,3,5,4,1,,,current_capture,main axis focus strengthens as the form devolves,0,-1,3,1,-1,거친 다축형 / 현재 포획 핵심축 대응
spore_fox,2,spore_fox__s2,빛 유도,route_bridge,hybrid,brightness,sound|humidity,convert,1,4,3,1,,,next_unlock,bridge axis remains but side noise is pruned each stage,0,-1,0,1,1,거친 다축형 / 다음 루트 연결축 준비
